>/home/user1/code/PPIKG/method/AFTGAN/data/SYS30k.seqs.tsv
>/home/user1/code/PPIKG/method/AFTGAN/data/SYS30k.txt
4932.YGL043W	4932.YLR116W
4932.YHL033C	4932.YNL002C
4932.YGR200C	4932.YPL086C
4932.YGL031C	4932.YNL002C
4932.YGL129C	4932.YGR220C
4932.YBL112C	4932.YPR041W
4932.YFL034C-A	4932.YMR194W
4932.YLR075W	4932.YMR188C
4932.YOL120C	4932.YPL249C-A
4932.YLR166C	4932.YPR165W
4932.YKL198C	4932.YOR090C
4932.YDL159W	4932.YNL087W
4932.YPL089C	4932.YPL230W
4932.YOL128C	4932.YPL038W
4932.YER102W	4932.YHR203C
4932.YKL045W	4932.YNR052C
4932.YIL050W	4932.YKL166C
4932.YDR098C	4932.YER042W
4932.YKR008W	4932.YLR284C
4932.YER166W	4932.YIR006C
4932.YDL214C	4932.YOR033C
4932.YBL075C	4932.YPL026C
4932.YGL194C	4932.YLR399C
4932.YBL105C	4932.YJL225C
4932.YNL096C	4932.YOL127W
4932.YNL177C	4932.YNL252C
4932.YJR052W	4932.YPR175W
4932.YMR314W	4932.YOR117W
4932.YKR099W	4932.YOL128C
4932.YER031C	4932.YER177W
4932.YCR051W	4932.YDR093W
4932.YFR004W	4932.YJR113C
4932.YDR224C	4932.YLR167W
4932.YDR517W	4932.YML012W
4932.YGR203W	4932.YML117W
4932.YDR164C	4932.YOR327C
4932.YCR066W	4932.YNL262W
4932.YGL030W	4932.YHL004W
4932.YML009C	4932.YMR229C
4932.YGL163C	4932.YJL110C
4932.YAL040C	4932.YGR044C
4932.YDL137W	4932.YKL135C
4932.YGR232W	4932.YNL098C
4932.YFR016C	4932.YJL056C
4932.YJL191W	4932.YOL040C
4932.YDR477W	4932.YJL089W
4932.YBR028C	4932.YKL193C
4932.YJL085W	4932.YKL129C
4932.YAR019C	4932.YGR152C
4932.YBR065C	4932.YPR182W
4932.YJR042W	4932.YNR011C
4932.YDL120W	4932.YKR065C
4932.YCR071C	4932.YLR075W
4932.YHL001W	4932.YNL096C
4932.YDR122W	4932.YNR052C
4932.YJR094W-A	4932.YNL069C
4932.YMR186W	4932.YPL110C
4932.YPL203W	4932.YPR013C
4932.YEL077C	4932.YOL127W
4932.YGL103W	4932.YNL177C
4932.YDR484W	4932.YLR093C
4932.YDR432W	4932.YNL016W
4932.YDR416W	4932.YFL017W-A
4932.YBR245C	4932.YNL102W
4932.YML117W	4932.YPL283C
4932.YFL017W-A	4932.YLR197W
4932.YDR092W	4932.YFR004W
4932.YER130C	4932.YMR276W
4932.YHR064C	4932.YNL031C
4932.YAR019C	4932.YPL026C
4932.YDR510W	4932.YML032C
4932.YJR048W	4932.YNL253W
4932.YER176W	4932.YLR167W
4932.YLR043C	4932.YOR208W
4932.YOR261C	4932.YOR361C
4932.YMR125W	4932.YPL146C
4932.YDR099W	4932.YDR477W
4932.YBR072W	4932.YLR048W
4932.YDR115W	4932.YGR214W
4932.YGR123C	4932.YPL213W
4932.YBR028C	4932.YBR180W
4932.YER028C	4932.YOL128C
4932.YGR233C	4932.YOR113W
4932.YGL242C	4932.YNL068C
4932.YDL007W	4932.YDL143W
4932.YGL031C	4932.YNL162W
4932.YGR047C	4932.YNL151C
4932.YDR218C	4932.YER031C
4932.YDR247W	4932.YGL035C
4932.YIL133C	4932.YOR096W
4932.YAL019W	4932.YHR128W
4932.YNL290W	4932.YPR110C
4932.YDR473C	4932.YHR165C
4932.YNL005C	4932.YOR133W
4932.YKR008W	4932.YOR295W
4932.YMR075W	4932.YPL190C
4932.YLR333C	4932.YNR037C
4932.YGL104C	4932.YLR240W
4932.YPR120C	4932.YPR186C
4932.YMR182C	4932.YNL154C
4932.YNL005C	4932.YNR036C
4932.YGL104C	4932.YKR104W
4932.YDL229W	4932.YPL231W
4932.YDL209C	4932.YNL112W
4932.YER040W	4932.YPL089C
4932.YDL079C	4932.YDR099W
4932.YFR032C-A	4932.YHL001W
4932.YBR028C	4932.YOR269W
4932.YGL123W	4932.YPL143W
4932.YJR145C	4932.YKL009W
4932.YNL053W	4932.YPR104C
4932.YJL047C	4932.YNL317W
4932.YBR136W	4932.YPL022W
4932.YHR129C	4932.YKL028W
4932.YIL061C	4932.YKR099W
4932.YBL072C	4932.YOL120C
4932.Q0045	4932.YNL052W
4932.YAL017W	4932.YIL033C
4932.YLL067C	4932.YMR276W
4932.YOR142W-A	4932.YOR343W-A
4932.YIL046W	4932.YJL047C
4932.YBR081C	4932.YMR127C
4932.YDL056W	4932.YOR326W
4932.YGL163C	4932.YOR207C
4932.YBL016W	4932.YLR362W
4932.YHL033C	4932.YPR178W
4932.YGR162W	4932.YOL139C
4932.YKL198C	4932.YMR199W
4932.YER111C	4932.YMR213W
4932.YGL201C	4932.YML065W
4932.YLL045C	4932.YOR210W
4932.YMR005W	4932.YPR086W
4932.YDR212W	4932.YER048C
4932.YBL003C	4932.YPL116W
4932.YER177W	4932.YPL089C
4932.YHR102W	4932.YPR111W
4932.YKL062W	4932.YLR240W
4932.YEL011W	4932.YLR258W
4932.YDL126C	4932.YGL073W
4932.YEL069C	4932.YKL221W
4932.YGL251C	4932.YOR133W
4932.YBL063W	4932.YGR052W
4932.YGL103W	4932.YNL178W
4932.YER157W	4932.YGR261C
4932.YDL030W	4932.YML117W
4932.YJR113C	4932.YLR344W
4932.YBL050W	4932.YGL212W
4932.YML063W	4932.YPL237W
4932.YKL010C	4932.YNL330C
4932.YBL003C	4932.YJL074C
4932.YDL075W	4932.YNR036C
4932.YFR053C	4932.YLR135W
4932.YOR096W	4932.YPR102C
4932.YDR146C	4932.YDR235W
4932.YBL016W	4932.YGR052W
4932.YML025C	4932.YOR187W
4932.YBL072C	4932.YHR141C
4932.YEL054C	4932.YLR367W
4932.YGR252W	4932.YKR029C
4932.YDR092W	4932.YGR052W
4932.YDR096W	4932.YNL077W
4932.YGL210W	4932.YPL203W
4932.YKL160W	4932.YOL145C
4932.YDR311W	4932.YML015C
4932.YAL021C	4932.YCR093W
4932.YJL033W	4932.YMR276W
4932.YAL019W	4932.YJL176C
4932.YGL030W	4932.YOL040C
4932.YCR027C	4932.YOR370C
4932.YHR030C	4932.YLR136C
4932.YDR092W	4932.YIL148W
4932.YGR052W	4932.YOR373W
4932.YCR042C	4932.YPL122C
4932.YGR091W	4932.YPL256C
4932.YDR026C	4932.YFL021W
4932.YJL102W	4932.YOL041C
4932.YJR032W	4932.YOL111C
4932.YJL216C	4932.YNL270C
4932.YER179W	4932.YHR079C
4932.YKR084C	4932.YNR037C
4932.YPL230W	4932.YPR141C
4932.YDR155C	4932.YLL024C
4932.YDR460W	4932.YGR108W
4932.YBR088C	4932.YJL092W
4932.YCR051W	4932.YJR066W
4932.YHR079C	4932.YJL110C
4932.YGL242C	4932.YOR090C
4932.YDR144C	4932.YMR182C
4932.YER171W	4932.YGL070C
4932.YHR021C	4932.YLR333C
4932.YDR289C	4932.YJL006C
4932.YDR216W	4932.YPL239W
4932.YLR013W	4932.YMR033W
4932.YDR026C	4932.YKR086W
4932.YDR523C	4932.YHR205W
4932.YIL001W	4932.YNR012W
4932.YDR115W	4932.YMR229C
4932.YDL081C	4932.YJL177W
4932.YBR154C	4932.YDR432W
4932.YER045C	4932.YFR030W
4932.YGL031C	4932.YNL067W
4932.YBR208C	4932.YLL015W
4932.YDR436W	4932.YPR054W
4932.YBR146W	4932.YGL189C
4932.YLR131C	4932.YML064C
4932.YFR031C	4932.YKL049C
4932.YBR233W	4932.YKL214C
4932.YJR094W-A	4932.YNL302C
4932.YIL005W	4932.YLR449W
4932.YIL120W	4932.YOR327C
4932.YMR033W	4932.YPR141C
4932.YDR277C	4932.YKL038W
4932.YER177W	4932.YOR288C
4932.YGR148C	4932.YLR061W
4932.YEL037C	4932.YNR037C
4932.YGL103W	4932.YML063W
4932.YBL072C	4932.YGR027C
4932.YDR311W	4932.YIL143C
4932.YLR262C	4932.YML071C
4932.YIR005W	4932.YPR094W
4932.YDR088C	4932.YGR278W
4932.YKL126W	4932.YPR015C
4932.YDL097C	4932.YDR139C
4932.YDR030C	4932.YPR056W
4932.YGL244W	4932.YLR357W
4932.YBL111C	4932.YLL036C
4932.YML010W	4932.YOL145C
4932.YPL155C	4932.YPL230W
4932.YBR082C	4932.YNL307C
4932.YJL140W	4932.YPR187W
4932.YGL242C	4932.YIL126W
4932.YLR467W	4932.YMR139W
4932.YFL034C-A	4932.YJL190C
4932.YAL017W	4932.YER179W
4932.YBR028C	4932.YMR037C
4932.YBR136W	4932.YOL054W
4932.YGR232W	4932.YKR008W
4932.YDR405W	4932.YML009C
4932.YEL009C	4932.YOR113W
4932.YDR235W	4932.YHR111W
4932.YLR069C	4932.YPL106C
4932.YHR064C	4932.YLR241W
4932.YFR031C-A	4932.YGL189C
4932.YJR032W	4932.YLL045C
4932.YBL016W	4932.YER169W
4932.YDR060W	4932.YDR087C
4932.YER066W	4932.YGR233C
4932.YHR082C	4932.YNL068C
4932.YGL030W	4932.YNL069C
4932.YER031C	4932.YML059C
4932.YDL202W	4932.YOR369C
4932.YER177W	4932.YIL137C
4932.YDL081C	4932.YPR166C
4932.YKL171W	4932.YPR052C
4932.YDL079C	4932.YOR113W
4932.YBL016W	4932.YBR214W
4932.YBR081C	4932.YPL235W
4932.YKL193C	4932.YPR162C
4932.YGL106W	4932.YOR035C
4932.YMR276W	4932.YOR396W
4932.YHR082C	4932.YJL057C
4932.YHR216W	4932.YOR101W
4932.YKR057W	4932.YLR287C-A
4932.YDL185W	4932.YKL080W
4932.YDR364C	4932.YPL184C
4932.YMR182C	4932.YOR341W
4932.YEL056W	4932.YMR075W
4932.YIL068C	4932.YPR165W
4932.YML026C	4932.YNL178W
4932.YJL109C	4932.YML093W
4932.YAL021C	4932.YDL002C
4932.YJL112W	4932.YMR139W
4932.YER125W	4932.YJR059W
4932.YDR457W	4932.YKL198C
4932.YBL063W	4932.YDL145C
4932.YJL102W	4932.YNL284C
4932.YGL135W	4932.YJL138C
4932.YHR154W	4932.YNL250W
4932.YGL242C	4932.YNL027W
4932.YHR064C	4932.YKR059W
4932.YMR230W	4932.YOL039W
4932.YCR027C	4932.YHR030C
4932.YGR152C	4932.YNL090W
4932.YDL081C	4932.YNL096C
4932.YEL077C	4932.YLL024C
4932.YKL099C	4932.YOR096W
4932.YLR367W	4932.YLR441C
4932.YLR048W	4932.YOR234C
4932.YDL064W	4932.YGL240W
4932.YBR044C	4932.YFL037W
4932.YHL004W	4932.YIL148W
4932.YGL030W	4932.YNL137C
4932.YDR447C	4932.YHR148W
4932.YKR034W	4932.YLR357W
4932.YGL103W	4932.YPL012W
4932.YOR211C	4932.YPL015C
4932.YNL045W	4932.YOR327C
4932.YLR333C	4932.YOR150W
4932.YJL136C	4932.YML063W
4932.YCR020C-A	4932.YEL026W
4932.YIL052C	4932.YPL081W
4932.YGL094C	4932.YPR013C
4932.YDL070W	4932.YOR156C
4932.YML063W	4932.YOL040C
4932.YNR037C	4932.YPR080W
4932.YDR097C	4932.YPL122C
4932.YJL001W	4932.YOR259C
4932.YDR139C	4932.YLL066C
4932.YJL074C	4932.YJR035W
4932.YBR214W	4932.YJR137C
4932.YJR127C	4932.YOL145C
4932.YDR473C	4932.YMR125W
4932.YER045C	4932.YPR052C
4932.YDR129C	4932.YMR109W
4932.YKL073W	4932.YMR186W
4932.YJR059W	4932.YNL175C
4932.YKL193C	4932.YPL141C
4932.YMR158W	4932.YOR096W
4932.YDL192W	4932.YGL056C
4932.YHR084W	4932.YKR008W
4932.YDL208W	4932.YOL040C
4932.YGR162W	4932.YJR145C
4932.YER028C	4932.YGR133W
4932.YBR028C	4932.YIL147C
4932.YDR139C	4932.YMR230W
4932.YLR181C	4932.YPR173C
4932.YDL108W	4932.YLR210W
4932.YGR214W	4932.YKL170W
4932.YNL290W	4932.YPL008W
4932.YBR170C	4932.YEL037C
4932.YDR098C	4932.YLR354C
4932.YLL048C	4932.YPL216W
4932.YJL130C	4932.YJR065C
4932.YIL018W	4932.YJR094W-A
4932.YCR011C	4932.YPL150W
4932.YKL010C	4932.YPL003W
4932.YLL026W	4932.YLR072W
4932.YDL137W	4932.YER045C
4932.YCR031C	4932.YIL069C
4932.YBR133C	4932.YNL161W
4932.YDR116C	4932.YPR204W
4932.YDL213C	4932.YDR473C
4932.YBR055C	4932.YGL070C
4932.YER117W	4932.YGR027C
4932.YNL068C	4932.YPL176C
4932.YDR507C	4932.YIL112W
4932.YBR133C	4932.YGR109C
4932.YGL099W	4932.YOR294W
4932.YBL105C	4932.YMR037C
4932.YIL001W	4932.YKR090W
4932.YBR087W	4932.YLR274W
4932.YGR052W	4932.YIR026C
4932.YLR466W	4932.YOL111C
4932.YGL158W	4932.YPR052C
4932.YDL102W	4932.YPR120C
4932.YAL021C	4932.YPR052C
4932.YFL005W	4932.YPL240C
4932.YPL090C	4932.YPR025C
4932.YDR093W	4932.YGR232W
4932.YFL023W	4932.YOL135C
4932.YJR009C	4932.YOR207C
4932.YDR427W	4932.YNL317W
4932.YOL113W	4932.YOR141C
4932.YDR264C	4932.YOL145C
4932.YNL217W	4932.YOR109W
4932.YNR007C	4932.YPL003W
4932.YER146W	4932.YHR143W-A
4932.YGL068W	4932.YNL252C
4932.YFR037C	4932.YJL056C
4932.YER173W	4932.YGR232W
4932.YGL092W	4932.YNL112W
4932.YER190W	4932.YNL067W
4932.YGR233C	4932.YKL203C
4932.YBR160W	4932.YIL036W
4932.YHR004C	4932.YPR086W
4932.YKR014C	4932.YKR078W
4932.YBR055C	4932.YBR082C
4932.YBR181C	4932.YPL220W
4932.YBR119W	4932.YNL004W
4932.YIL078W	4932.YJR064W
4932.YFR030W	4932.YMR186W
4932.YAL017W	4932.YLR375W
4932.YMR201C	4932.YOR217W
4932.YLR310C	4932.YOL128C
4932.YCR042C	4932.YMR219W
4932.YBR114W	4932.YMR182C
4932.YFR004W	4932.YLR192C
4932.YDR012W	4932.YDR462W
4932.YHR021C	4932.YNL185C
4932.YLL067C	4932.YLR167W
4932.YML125C	4932.YMR073C
4932.YBR119W	4932.YMR216C
4932.YKL161C	4932.YPL213W
4932.YBR073W	4932.YNL167C
4932.YER131W	4932.YIL133C
4932.YGR108W	4932.YIL050W
4932.YKL170W	4932.YKR084C
4932.YDL140C	4932.YLL024C
4932.YDR059C	4932.YGR109C
4932.YMR080C	4932.YPL184C
4932.YBR167C	4932.YGR214W
4932.YDR026C	4932.YDR432W
4932.YHR082C	4932.YOR094W
4932.YBR055C	4932.YJR022W
4932.YBL084C	4932.YNL317W
4932.YDL048C	4932.YLR013W
4932.YDR122W	4932.YMR001C
4932.YEL037C	4932.YNL106C
4932.YDL155W	4932.YDR432W
4932.YJL024C	4932.YOR101W
4932.YMR142C	4932.YPL198W
4932.YKR057W	4932.YKR094C
4932.YGL205W	4932.YHL027W
4932.YLR367W	4932.YOR167C
4932.YDR448W	4932.YGR252W
4932.YAL040C	4932.YER045C
4932.YGL058W	4932.YNL027W
4932.YBR125C	4932.YOL128C
4932.YBL016W	4932.YGL056C
4932.YDR309C	4932.YHR061C
4932.YAL016W	4932.YDL132W
4932.YDL159W	4932.YOR211C
4932.YCL024W	4932.YDR456W
4932.YGR152C	4932.YLR310C
4932.YBR234C	4932.YLR210W
4932.YGL049C	4932.YHR015W
4932.YJR036C	4932.YML074C
4932.YIL021W	4932.YLR069C
4932.YCL068C	4932.YGR052W
4932.YHR147C	4932.YJL191W
4932.YER162C	4932.YLL039C
4932.YFR032C-A	4932.YGL123W
4932.YER176W	4932.YHR218W
4932.YDR337W	4932.YHL033C
4932.YJL063C	4932.YML025C
4932.YKR059W	4932.YMR139W
4932.YGR233C	4932.YOR107W
4932.YEL037C	4932.YNL339C
4932.YDR064W	4932.YHR021C
4932.YBR154C	4932.YDR460W
4932.YNL027W	4932.YPR165W
4932.YFL021W	4932.YIL112W
4932.YAL016W	4932.YOL111C
4932.YDR405W	4932.YLR344W
4932.YDR237W	4932.YPL143W
4932.YAL013W	4932.YMR053C
4932.YGR220C	4932.YKR057W
4932.YCL024W	4932.YLR260W
4932.YOR007C	4932.YPR186C
4932.YLL036C	4932.YML133C
4932.YBR189W	4932.YOL010W
4932.YBL023C	4932.YGR232W
4932.YBR170C	4932.YHR083W
4932.YIL143C	4932.YPR025C
4932.YBR043C	4932.YIL126W
4932.YAR018C	4932.YOR339C
4932.YCL004W	4932.YGL210W
4932.YGR260W	4932.YLR229C
4932.YDR432W	4932.YOR310C
4932.YJL050W	4932.YOL120C
4932.YEL009C	4932.YML042W
4932.YBR169C	4932.YDR183W
4932.YJL177W	4932.YOR182C
4932.YBL034C	4932.YBL063W
4932.YCR051W	4932.YER031C
4932.YGL189C	4932.YMR142C
4932.YJR122W	4932.YLR048W
4932.YAL005C	4932.YMR290C
4932.YGL210W	4932.YGL233W
4932.YMR068W	4932.YOR257W
4932.YDR510W	4932.YOL133W
4932.YKL171W	4932.YPR188C
4932.YDR386W	4932.YMR106C
4932.YKL196C	4932.YML064C
4932.YDR216W	4932.YOR122C
4932.YLL038C	4932.YLL039C
4932.YGL123W	4932.YJR007W
4932.YKL198C	4932.YLL008W
4932.YJR026W	4932.YPR158C-C
4932.YIL069C	4932.YMR309C
4932.YCL059C	4932.YPL204W
4932.YBR164C	4932.YPL203W
4932.YDL150W	4932.YOR210W
4932.YEL030W	4932.YPR187W
4932.YGR152C	4932.YNL079C
4932.YHL033C	4932.YPL079W
4932.YIL052C	4932.YLR009W
4932.YLR248W	4932.YPR052C
4932.YDR025W	4932.YLR344W
4932.YDR436W	4932.YGR108W
4932.YGL254W	4932.YOR039W
4932.YOR150W	4932.YOR167C
4932.YBR114W	4932.YPR022C
4932.YLR448W	4932.YPL090C
4932.YDL208W	4932.YOL010W
4932.YAR002C-A	4932.YEL061C
4932.YDR518W	4932.YLR354C
4932.YER048C	4932.YLL024C
4932.YJL048C	4932.YLL039C
4932.YDL014W	4932.YGR090W
4932.YEL077C	4932.YPL090C
4932.YJR045C	4932.YLR467W
4932.YDR253C	4932.YJL168C
4932.YDL143W	4932.YJL014W
4932.YGL043W	4932.YOR341W
4932.YLL045C	4932.YLR186W
4932.YBL051C	4932.YFR031C-A
4932.YDR139C	4932.YPL106C
4932.YIL001W	4932.YJL194W
4932.YDR012W	4932.YOL120C
4932.YIL076W	4932.YJR005W
4932.YGL061C	4932.YOR304C-A
4932.YKR094C	4932.YPL131W
4932.YER040W	4932.YER164W
4932.YDR099W	4932.YML064C
4932.YBR079C	4932.YLL045C
4932.YDR418W	4932.YOR133W
4932.YNL067W	4932.YOL120C
4932.YJL138C	4932.YOR341W
4932.YPL090C	4932.YPR132W
4932.YBR055C	4932.YDR473C
4932.YBR114W	4932.YNL027W
4932.YMR194W	4932.YOR234C
4932.YDR237W	4932.YIL069C
4932.YLR029C	4932.YLR048W
4932.YKL171W	4932.YLR347C
4932.YGL160W	4932.YOR353C
4932.YBR140C	4932.YCR027C
4932.YGL031C	4932.YOR063W
4932.YGL043W	4932.YNL025C
4932.YIL007C	4932.YML092C
4932.YGL035C	4932.YKL203C
4932.YAL021C	4932.YKL220C
4932.YBR274W	4932.YDR499W
4932.YER013W	4932.YOR207C
4932.YDR093W	4932.YIL112W
4932.YDR545W	4932.YJL092W
4932.YDL140C	4932.YDR416W
4932.YBR066C	4932.YIL035C
4932.YML133C	4932.YNL067W
4932.YLR310C	4932.YPR165W
4932.YBR215W	4932.YJL115W
4932.YNL209W	4932.YOR140W
4932.YMR021C	4932.YNL030W
4932.YIL035C	4932.YOL088C
4932.YFR032C-A	4932.YOR182C
4932.YCL029C	4932.YPR046W
4932.YBR201W	4932.YLL034C
4932.YBL005W-A	4932.YER159C-A
4932.YMR288W	4932.YPR082C
4932.YLR277C	4932.YMR106C
4932.YJL138C	4932.YOR259C
4932.YGR155W	4932.YKR055W
4932.YBR208C	4932.YDR043C
4932.YDL134C	4932.YFL008W
4932.YEL037C	4932.YGL147C
4932.YLR371W	4932.YMR139W
4932.YBR251W	4932.YML025C
4932.YDL113C	4932.YNL093W
4932.YDR373W	4932.YER111C
4932.YDR379W	4932.YNL090W
4932.YGR167W	4932.YLR170C
4932.YBR079C	4932.YDL213C
4932.YJL034W	4932.YJR045C
4932.YDR021W	4932.YFR023W
4932.YGR238C	4932.YLR229C
4932.YDL148C	4932.YOR287C
4932.YHR129C	4932.YKL079W
4932.YKR055W	4932.YLR248W
4932.YDR148C	4932.YGL059W
4932.YHL027W	4932.YJL128C
4932.YIL069C	4932.YJL190C
4932.YEL037C	4932.YIL052C
4932.YCR051W	4932.YDL048C
4932.YDR212W	4932.YOR020C
4932.YBR219C	4932.YPL116W
4932.YMR304W	4932.YNL068C
4932.YBR079C	4932.YHL033C
4932.YDR471W	4932.YJR123W
4932.YHR098C	4932.YOR233W
4932.YHR086W	4932.YLR197W
4932.YHR010W	4932.YIL069C
4932.YNL307C	4932.YPL203W
4932.YBL023C	4932.YLR240W
4932.YLR048W	4932.YOL040C
4932.YBL024W	4932.YKR056W
4932.YJR045C	4932.YNL090W
4932.YDR409W	4932.YLR399C
4932.YDL056W	4932.YKL171W
4932.YDR092W	4932.YER105C
4932.YOR014W	4932.YOR073W
4932.YDR381W	4932.YLL027W
4932.YDR190C	4932.YKR026C
4932.YFR030W	4932.YGL035C
4932.YBR109C	4932.YDR314C
4932.YDR418W	4932.YKL194C
4932.YIL118W	4932.YLR047C
4932.YOR167C	4932.YOR261C
4932.YDR517W	4932.YLR210W
4932.YDR385W	4932.YML009C
4932.YDR054C	4932.YHR099W
4932.YJL005W	4932.YLR375W
4932.YGL043W	4932.YJL138C
4932.YDL056W	4932.YLR318W
4932.YKR094C	4932.YOL005C
4932.YMR240C	4932.YOR310C
4932.YIL069C	4932.YJL177W
4932.YAL029C	4932.YGR232W
4932.YCL024W	4932.YDR238C
4932.YGR203W	4932.YMR199W
4932.YJL065C	4932.YNL262W
4932.YJL095W	4932.YLR043C
4932.YBR164C	4932.YBR241C
4932.YCR072C	4932.YDR424C
4932.YDR247W	4932.YMR072W
4932.YBR031W	4932.YER074W
4932.YGL058W	4932.YGR184C
4932.YER094C	4932.YLR167W
4932.YJL111W	4932.YNL209W
4932.YDR139C	4932.YPL046C
4932.YDR129C	4932.YGL058W
4932.YDL064W	4932.YLR167W
4932.YDR453C	4932.YHR030C
4932.YOL005C	4932.YPR182W
4932.YGR233C	4932.YIL074C
4932.YAR010C	4932.YGR038C-A
4932.YLL036C	4932.YNL255C
4932.YLL021W	4932.YNL293W
4932.YLR388W	4932.YPR041W
4932.YBR136W	4932.YFR038W
4932.YNL206C	4932.YPR018W
4932.YBL105C	4932.YDL047W
4932.YBR160W	4932.YBR234C
4932.YHR128W	4932.YPR068C
4932.YHR082C	4932.YJL112W
4932.YNL049C	4932.YOL062C
4932.YDL130W	4932.YGL135W
4932.YMR001C	4932.YMR199W
4932.YBL111C	4932.YNL178W
4932.YLL045C	4932.YLR069C
4932.YCR084C	4932.YDR243C
4932.YKR099W	4932.YPR015C
4932.YER031C	4932.YJR065C
4932.YBL016W	4932.YKL173W
4932.YDL202W	4932.YDR418W
4932.YIL005W	4932.YPL091W
4932.YMR042W	4932.YMR136W
4932.YGR123C	4932.YIR026C
4932.YFL017W-A	4932.YGL070C
4932.YNL180C	4932.YOR181W
4932.YHL033C	4932.YML063W
4932.YFR002W	4932.YMR125W
4932.YMR290C	4932.YOR117W
4932.YGL163C	4932.YLR318W
4932.YBL005W-A	4932.YDR210C-C
4932.YAL017W	4932.YLR238W
4932.YMR286W	4932.YOR293W
4932.YGR056W	4932.YLR013W
4932.YFR032C-A	4932.YGL030W
4932.YGR233C	4932.YOR117W
4932.YLR167W	4932.YNR036C
