>/home/user1/code/PPIKG/method/AFTGAN/data/SYS60k.seqs.tsv
>/home/user1/code/PPIKG/method/AFTGAN/data/SYS60k.txt
4932.YDR116C	4932.YKL173W
4932.YGR085C	4932.YKL156W
4932.YCR008W	4932.YNL312W
4932.YOL127W	4932.YOR312C
4932.YHR079C	4932.YKL017C
4932.YBR278W	4932.YKR008W
4932.YDL131W	4932.YLR284C
4932.YMR213W	4932.YPR015C
4932.YGL030W	4932.YNL162W
4932.YBR170C	4932.YGR048W
4932.YKR099W	4932.YLR131C
4932.YDL070W	4932.YJR068W
4932.YDL155W	4932.YJL164C
4932.YDR471W	4932.YLR340W
4932.YDR004W	4932.YOL095C
4932.YDR121W	4932.YLR115W
4932.YER107C	4932.YJR042W
4932.YDR092W	4932.YHR171W
4932.YDL102W	4932.YPR025C
4932.YML133C	4932.YMR143W
4932.YER123W	4932.YKL171W
4932.YKL145W	4932.YOR271C
4932.YDL029W	4932.YJR059W
4932.YMR276W	4932.YPL064C
4932.YBR119W	4932.YDL155W
4932.YHR206W	4932.YNL077W
4932.YML098W	4932.YOR210W
4932.YCL068C	4932.YOL128C
4932.YKL079W	4932.YOL062C
4932.YDR404C	4932.YGR074W
4932.YMR072W	4932.YNL090W
4932.YGL035C	4932.YKL171W
4932.YBR202W	4932.YCR051W
4932.YLR291C	4932.YPR041W
4932.YDL056W	4932.YDR092W
4932.YKL009W	4932.YNR036C
4932.YBL050W	4932.YKL196C
4932.YLR182W	4932.YOR144C
4932.YDL056W	4932.YPR048W
4932.YDR253C	4932.YPR034W
4932.YDR457W	4932.YKL171W
4932.YDL147W	4932.YGR232W
4932.YAL021C	4932.YJR064W
4932.YBR251W	4932.YGR118W
4932.YER125W	4932.YOR124C
4932.YHR205W	4932.YOL162W
4932.YJL056C	4932.YJL194W
4932.YBR181C	4932.YMR290C
4932.YCL068C	4932.YGL210W
4932.YDR460W	4932.YPL203W
4932.YJL176C	4932.YOL004W
4932.YDR176W	4932.YGR056W
4932.YLR048W	4932.YNL002C
4932.YFL026W	4932.YNL154C
4932.YDR050C	4932.YGR209C
4932.YDR096W	4932.YOR233W
4932.YHR205W	4932.YLR467W
4932.YJR007W	4932.YMR158W
4932.YBR160W	4932.YPL110C
4932.YAL032C	4932.YNL175C
4932.YAR002W	4932.YLR335W
4932.YMR125W	4932.YNL178W
4932.YHR064C	4932.YNL090W
4932.YBL075C	4932.YJR121W
4932.YAL021C	4932.YBL037W
4932.YBL063W	4932.YDR043C
4932.YBR089C-A	4932.YNL307C
4932.YJL191W	4932.YNL185C
4932.YEL009C	4932.YMR068W
4932.YDL132W	4932.YLR167W
4932.YLR009W	4932.YNL177C
4932.YHL001W	4932.YJL117W
4932.YDR314C	4932.YLR429W
4932.YJL005W	4932.YKL161C
4932.YGL123W	4932.YJL102W
4932.YAL021C	4932.YOL152W
4932.YBR089C-A	4932.YBR164C
4932.YGR241C	4932.YOL062C
4932.YBR169C	4932.YHR206W
4932.YMR284W	4932.YOR025W
4932.YDL070W	4932.YPR034W
4932.YAL021C	4932.YER013W
4932.YDL137W	4932.YDR096W
4932.YDL213C	4932.YHR015W
4932.YER169W	4932.YKR099W
4932.YCR027C	4932.YJL204C
4932.YML085C	4932.YPR165W
4932.YLR259C	4932.YPL213W
4932.YLR182W	4932.YOR362C
4932.YGL209W	4932.YPR054W
4932.YLR075W	4932.YNL069C
4932.YKL078W	4932.YNL175C
4932.YER016W	4932.YPL203W
4932.YDL192W	4932.YER045C
4932.YBL005W-A	4932.YGR109W-A
4932.YAL040C	4932.YMR224C
4932.YDR194C	4932.YHL004W
4932.YBR175W	4932.YOL012C
4932.YNL113W	4932.YOR369C
4932.YDR098C-A	4932.YNL284C-A
4932.YDL084W	4932.YJR036C
4932.YLR033W	4932.YNL206C
4932.YBR136W	4932.YLR340W
4932.YHL033C	4932.YML078W
4932.YBL021C	4932.YPR119W
4932.YDL229W	4932.YOL088C
4932.YHL027W	4932.YOR061W
4932.YGR140W	4932.YMR091C
4932.YIL009W	4932.YPL213W
4932.YKL013C	4932.YOR141C
4932.YGR044C	4932.YKR094C
4932.YDL192W	4932.YNL065W
4932.YDR447C	4932.YOL023W
4932.YDR079C-A	4932.YMR201C
4932.YIL133C	4932.YLR367W
4932.YLR275W	4932.YML078W
4932.YBL078C	4932.YJR066W
4932.YGR044C	4932.YNL007C
4932.YFL009W	4932.YJL149W
4932.YIL052C	4932.YPL079W
4932.YBL063W	4932.YPL038W
4932.YDL209C	4932.YJL138C
4932.YDR518W	4932.YOL145C
4932.YBR246W	4932.YOR133W
4932.YBL023C	4932.YOR144C
4932.YAL005C	4932.YJL225C
4932.YLR142W	4932.YMR110C
4932.YBR245C	4932.YML127W
4932.YHL007C	4932.YLR240W
4932.YCR052W	4932.YDL048C
4932.YDL059C	4932.YDR059C
4932.YPL081W	4932.YPR043W
4932.YBR119W	4932.YPL204W
4932.YDL122W	4932.YHR117W
4932.YDR353W	4932.YOL088C
4932.YKL220C	4932.YLR013W
4932.YLR197W	4932.YNL113W
4932.YBR189W	4932.YPR166C
4932.YDR324C	4932.YKL078W
4932.YGR188C	4932.YIL144W
4932.YDL132W	4932.YGR133W
4932.YCR031C	4932.YPR132W
4932.YGL005C	4932.YNL041C
4932.YPL256C	4932.YPR015C
4932.YGL064C	4932.YMR128W
4932.YGR251W	4932.YMR308C
4932.YHR128W	4932.YPR065W
4932.YBR087W	4932.YPR180W
4932.YBR212W	4932.YPL141C
4932.YGL135W	4932.YPR102C
4932.YER056C-A	4932.YGL123W
4932.YDR139C	4932.YMR182C
4932.YIL033C	4932.YJL164C
4932.YDL006W	4932.YDL188C
4932.YHR076W	4932.YJL057C
4932.YER095W	4932.YGR195W
4932.YER089C	4932.YLR362W
4932.YBR102C	4932.YLR078C
4932.YDR382W	4932.YOL039W
4932.YLL024C	4932.YPL141C
4932.YIL133C	4932.YMR194W
4932.YCL024W	4932.YMR207C
4932.YLR426W	4932.YMR104C
4932.YDR175C	4932.YGL068W
4932.YJR145C	4932.YLR061W
4932.YER169W	4932.YPR119W
4932.YBR109C	4932.YIL001W
4932.YDL082W	4932.YML026C
4932.YNL030W	4932.YOL111C
4932.YJL177W	4932.YKL170W
4932.YBR164C	4932.YPL106C
4932.YGR192C	4932.YMR033W
4932.YER029C	4932.YLR216C
4932.YDL083C	4932.YML063W
4932.YCR018C	4932.YFL039C
4932.YGR052W	4932.YML027W
4932.YDR146C	4932.YLR113W
4932.YKR034W	4932.YMR037C
4932.YCR065W	4932.YGL190C
4932.YGL097W	4932.YPR180W
4932.YKL203C	4932.YOR244W
4932.YGL078C	4932.YNL067W
4932.YKL185W	4932.YKR029C
4932.YFL034C-A	4932.YLR333C
4932.YER125W	4932.YNL128W
4932.YDR012W	4932.YDR025W
4932.YGR152C	4932.YML081W
4932.YDR471W	4932.YJL191W
4932.YLL066C	4932.YNL244C
4932.YJL056C	4932.YNR016C
4932.YCR069W	4932.YOL088C
4932.YDR427W	4932.YER012W
4932.YDR382W	4932.YHR203C
4932.YDR155C	4932.YJL076W
4932.YCL043C	4932.YIL066C
4932.YDR247W	4932.YLR375W
4932.YGL147C	4932.YLR048W
4932.YDR122W	4932.YOR326W
4932.YGR010W	4932.YOL068C
4932.YBR279W	4932.YKL144C
4932.YGR246C	4932.YML081W
4932.YBR081C	4932.YKL028W
4932.YHR205W	4932.YJR040W
4932.YIR038C	4932.YPL131W
4932.YAL017W	4932.YOR014W
4932.YKL081W	4932.YPL256C
4932.YBR087W	4932.YNL290W
4932.YDL007W	4932.YFR023W
4932.YFL026W	4932.YMR089C
4932.YKL022C	4932.YOR007C
4932.YEL077C	4932.YLR167W
4932.YBR118W	4932.YGL190C
4932.YBL038W	4932.YDR447C
4932.YCR031C	4932.YDR064W
4932.YLR442C	4932.YMR199W
4932.YJL138C	4932.YKL171W
4932.YBR087W	4932.YDL214C
4932.YDR012W	4932.YKL006W
4932.YDR451C	4932.YER028C
4932.YJL110C	4932.YMR033W
4932.YLR061W	4932.YPR043W
4932.YCR018C	4932.YLR047C
4932.YNL163C	4932.YPL220W
4932.YGR028W	4932.YPL240C
4932.YAL017W	4932.YOR208W
4932.YIL126W	4932.YMR043W
4932.YLR229C	4932.YNL272C
4932.YHR086W	4932.YPL090C
4932.YDR022C	4932.YLR423C
4932.YDL048C	4932.YNR032W
4932.YER102W	4932.YMR142C
4932.YDR174W	4932.YJL056C
4932.YLR208W	4932.YML012W
4932.YDL070W	4932.YLL028W
4932.YGR056W	4932.YGR275W
4932.YDR201W	4932.YLR045C
4932.YBR118W	4932.YLR344W
4932.YDR212W	4932.YJL008C
4932.YDR054C	4932.YMR276W
4932.YJL056C	4932.YOR236W
4932.YHR030C	4932.YPR111W
4932.YEL056W	4932.YFR031C
4932.YLL066C	4932.YPL131W
4932.YLL039C	4932.YLR369W
4932.YIL126W	4932.YPL082C
4932.YAL021C	4932.YNL175C
4932.YJR063W	4932.YPR086W
4932.YFR032C-A	4932.YOR293W
4932.YDL136W	4932.YOL120C
4932.YER027C	4932.YGR052W
4932.YJR032W	4932.YNL088W
4932.YDR394W	4932.YHR218W-A
4932.YKL161C	4932.YLL051C
4932.YFL029C	4932.YIR026C
4932.YBR241C	4932.YER122C
4932.YCR018C	4932.YGR232W
4932.YGR232W	4932.YMR001C
4932.YEL039C	4932.YPR191W
4932.YLL067C	4932.YPR068C
4932.YOL111C	4932.YOR096W
4932.YLR333C	4932.YPL178W
4932.YFL029C	4932.YKL116C
4932.YDR507C	4932.YMR068W
4932.YDR518W	4932.YLR142W
4932.YDL159W	4932.YGL190C
4932.YGL254W	4932.YOL145C
4932.YLR167W	4932.YPR165W
4932.YAL024C	4932.YNL307C
4932.YBR245C	4932.YDR253C
4932.YDR253C	4932.YGR233C
4932.YGR118W	4932.YMR242C
4932.YOR007C	4932.YOR061W
4932.YMR036C	4932.YPL026C
4932.YDR224C	4932.YMR091C
4932.YER031C	4932.YLR362W
4932.YBR179C	4932.YNL217W
4932.YDR237W	4932.YDR382W
4932.YCR083W	4932.YLL024C
4932.YCR051W	4932.YDR427W
4932.YKL029C	4932.YNR016C
4932.YGL064C	4932.YKL124W
4932.YHR203C	4932.YLR264W
4932.YDL192W	4932.YNL106C
4932.YGL078C	4932.YGL092W
4932.YCR066W	4932.YDL064W
4932.YDL208W	4932.YLR325C
4932.YJR009C	4932.YOL163W
4932.YGL195W	4932.YJR016C
4932.YPL089C	4932.YPR068C
4932.YKR094C	4932.YNL312W
4932.YBR066C	4932.YPR048W
4932.YEL030W	4932.YIL177C
4932.YGR108W	4932.YPL184C
4932.YDR432W	4932.YMR199W
4932.YDR373W	4932.YML124C
4932.YMR182C	4932.YOR341W
4932.YIL113W	4932.YKL198C
4932.YDL208W	4932.YPR102C
4932.YOR096W	4932.YPL143W
4932.YCR048W	4932.YDR443C
4932.YFR032C-A	4932.YIL133C
4932.YJL063C	4932.YPR132W
4932.YER174C	4932.YPL270W
4932.YDR212W	4932.YKL193C
4932.YGR281W	4932.YIL126W
4932.YDL042C	4932.YJL076W
4932.YGR232W	4932.YOR211C
4932.YBR164C	4932.YPR095C
4932.YHL027W	4932.YLR210W
4932.YBR082C	4932.YMR043W
4932.YJL034W	4932.YOR288C
4932.YDL025C	4932.YFL029C
4932.YBL106C	4932.YPL232W
4932.YER095W	4932.YNL102W
4932.YLR116W	4932.YNL339C
4932.YLR344W	4932.YMR142C
4932.YBL112C	4932.YIR001C
4932.YKR008W	4932.YLR321C
4932.YEL037C	4932.YHR141C
4932.YNL069C	4932.YPL249C-A
4932.YDR139C	4932.YGL103W
4932.YOR167C	4932.YOR182C
4932.YER028C	4932.YNL180C
4932.YLR399C	4932.YOL126C
4932.YHL027W	4932.YMR207C
4932.YGL202W	4932.YHR137W
4932.YIL061C	4932.YOL139C
4932.YDR064W	4932.YMR290C
4932.YDR436W	4932.YFR030W
4932.YDL188C	4932.YHL019C
4932.YKL203C	4932.YKR055W
4932.YDR477W	4932.YHR030C
4932.YGR163W	4932.YNL098C
4932.YKR086W	4932.YPR094W
4932.YDR043C	4932.YMR250W
4932.YLR277C	4932.YNL222W
4932.YDR247W	4932.YGL206C
4932.YKL049C	4932.YMR276W
4932.YDR011W	4932.YDR040C
4932.YCL024W	4932.YNL325C
4932.YGR133W	4932.YNL290W
4932.YGL049C	4932.YOR063W
4932.YCL011C	4932.YML117W
4932.YAL005C	4932.YGL078C
4932.YKL221W	4932.YPR068C
4932.YBL105C	4932.YHR102W
4932.YBL092W	4932.YER117W
4932.YFL037W	4932.YOR349W
4932.YKL126W	4932.YPL213W
4932.YBR160W	4932.YLR466W
4932.YFL003C	4932.YGR258C
4932.YDR166C	4932.YNL090W
4932.YGL216W	4932.YJL187C
4932.YLL001W	4932.YNL084C
4932.YDR261C-C	4932.YFL002W-B
4932.YER040W	4932.YKL220C
4932.YKL203C	4932.YMR142C
4932.YMR136W	4932.YPR015C
4932.YBR028C	4932.YJL052W
4932.YDR217C	4932.YPL153C
4932.YBR146W	4932.YJR123W
4932.YDR457W	4932.YMR186W
4932.YER016W	4932.YOR326W
4932.YKR001C	4932.YOL009C
4932.YCL024W	4932.YDR436W
4932.YBR282W	4932.YDR175C
4932.YJL140W	4932.YPL129W
4932.YJL164C	4932.YPR054W
4932.YIL002C	4932.YPL150W
4932.YIL061C	4932.YOR159C
4932.YBR245C	4932.YIL074C
4932.YGR087C	4932.YLR044C
4932.YHL033C	4932.YOL040C
4932.YPR119W	4932.YPR186C
4932.YDL145C	4932.YIL044C
4932.YHR169W	4932.YMR229C
4932.YDR471W	4932.YER074W
4932.YML117W	4932.YNL245C
4932.YHL001W	4932.YNL301C
4932.YLR079W	4932.YOL133W
4932.YBR122C	4932.YOR150W
4932.YLR119W	4932.YLR417W
4932.YMR201C	4932.YNL262W
4932.YLR293C	4932.YOR112W
4932.YFL029C	4932.YOR033C
4932.YDR064W	4932.YER056C-A
4932.YER126C	4932.YNR037C
4932.YJR132W	4932.YOR326W
4932.YML059C	4932.YMR161W
4932.YDR121W	4932.YDR314C
4932.YBR282W	4932.YPL013C
4932.YAR073W	4932.YLL015W
4932.YGR003W	4932.YLR375W
4932.YGR220C	4932.YKL173W
4932.YDR025W	4932.YMR146C
4932.YGL071W	4932.YHR175W
4932.YNL207W	4932.YNR051C
4932.YBR031W	4932.YPR132W
4932.YOR373W	4932.YPR022C
4932.YKL170W	4932.YML009C
4932.YKL171W	4932.YNL304W
4932.YIL052C	4932.YLR388W
4932.YMR116C	4932.YOR212W
4932.YDL136W	4932.YML026C
4932.YBR276C	4932.YDR122W
4932.YDR373W	4932.YNL267W
4932.YLR029C	4932.YLR048W
4932.YGR034W	4932.YIL069C
4932.YBL099W	4932.YMR203W
4932.YDR146C	4932.YNL189W
4932.YBR251W	4932.YLR179C
4932.YNL194C	4932.YPR079W
4932.YDR243C	4932.YML049C
4932.YDL192W	4932.YGL181W
4932.YLR075W	4932.YOR234C
4932.YOR141C	4932.YOR353C
4932.YEL061C	4932.YOL069W
4932.YBL100W-A	4932.YOR192C-A
4932.YIL018W	4932.YOR187W
4932.YER038C	4932.YKL180W
4932.YKL028W	4932.YOL005C
4932.YDL155W	4932.YIL131C
4932.YDR116C	4932.YLR441C
4932.YGR129W	4932.YKR099W
4932.YJR059W	4932.YKL161C
4932.YFR004W	4932.YNL182C
4932.YKL006W	4932.YLL045C
4932.YJL138C	4932.YKR086W
4932.YBR066C	4932.YMR233W
4932.YGL133W	4932.YKR008W
4932.YDL140C	4932.YML010W
4932.YBR109C	4932.YLR248W
4932.YGR044C	4932.YNR016C
4932.YGR155W	4932.YLR229C
4932.YDL048C	4932.YPR048W
4932.YAR007C	4932.YDL154W
4932.YER075C	4932.YLR240W
4932.YGL210W	4932.YGR100W
4932.YBR109C	4932.YJR059W
4932.YAL044C	4932.YKL192C
4932.YMR128W	4932.YOR078W
4932.YLL067C	4932.YMR286W
4932.YBR154C	4932.YDL150W
4932.YFL027C	4932.YFL038C
4932.YLR196W	4932.YOL077C
4932.YCL004W	4932.YGL210W
4932.YER173W	4932.YGL201C
4932.YDL084W	4932.YPL237W
4932.YBR146W	4932.YNL122C
4932.YGR013W	4932.YML049C
4932.YCR004C	4932.YPL231W
4932.YDL056W	4932.YKL062W
4932.YEL056W	4932.YPL230W
4932.YBR084C-A	4932.YLL039C
4932.YEL030W	4932.YHR206W
4932.YHR004C	4932.YMR291W
4932.YDR519W	4932.YLR240W
4932.YKL193C	4932.YLR210W
4932.YDR097C	4932.YDR499W
4932.YER173W	4932.YKL168C
4932.YMR207C	4932.YPL230W
4932.YHR030C	4932.YOR140W
4932.YDL229W	4932.YDR422C
4932.YHL019C	4932.YNL180C
4932.YCR065W	4932.YJL056C
4932.YMR213W	4932.YPL150W
4932.YMR213W	4932.YNL245C
4932.YKL010C	4932.YLR318W
4932.YDL006W	4932.YGR123C
4932.YBR136W	4932.YPL198W
4932.YDL132W	4932.YOR346W
4932.YDR382W	4932.YER126C
4932.YDL159W	4932.YLR362W
4932.YER054C	4932.YPL085W
4932.YBL027W	4932.YER131W
4932.YCR072C	4932.YIL046W
4932.YDR211W	4932.YLR291C
4932.YBR049C	4932.YMR240C
4932.YHR099W	4932.YOL100W
4932.YML081W	4932.YNR016C
4932.YBL038W	4932.YML026C
4932.YLR116W	4932.YPR204W
4932.YBR088C	4932.YOL090W
4932.YDL209C	4932.YOR353C
4932.YER176W	4932.YPL022W
4932.YOR361C	4932.YPR016C
4932.YGL187C	4932.YJL054W
4932.YLL024C	4932.YMR276W
4932.YDR059C	4932.YDR247W
4932.YDR181C	4932.YNL136W
4932.YKL141W	4932.YLR164W
4932.YGL147C	4932.YPL198W
4932.YGR052W	4932.YNR012W
4932.YBR089C-A	4932.YPR022C
4932.YDR337W	4932.YDR450W
4932.YDL160C	4932.YEL015W
4932.YFR031C	4932.YOR269W
4932.YGL238W	4932.YGR180C
4932.YLR029C	4932.YOR206W
4932.YMR136W	4932.YMR182C
4932.YLR210W	4932.YNL027W
4932.YBR164C	4932.YGL056C
4932.YGR152C	4932.YPL140C
4932.YOL039W	4932.YPL131W
4932.YGR108W	4932.YIL036W
4932.YER013W	4932.YER172C
4932.YDL102W	4932.YOR144C
4932.YIL002C	4932.YOL062C
4932.YGR155W	4932.YKL101W
4932.YAL005C	4932.YBL111C
4932.YDR210C-C	4932.YHR214C-C
4932.YGR252W	4932.YMR068W
4932.YHR205W	4932.YKL193C
4932.YDR416W	4932.YGL043W
4932.YER117W	4932.YGR210C
4932.YDL079C	4932.YOL011W
4932.YDR130C	4932.YER106W
4932.YGL163C	4932.YGL194C
4932.YEL054C	4932.YNL162W
4932.YGL210W	4932.YGR261C
4932.YAL040C	4932.YGR218W
4932.YGL242C	4932.YMR182C
4932.YEL037C	4932.YMR201C
4932.YDL083C	4932.YNL252C
4932.YHR075C	4932.YMR246W
4932.YDR468C	4932.YLR078C
4932.YDR264C	4932.YLR229C
4932.YBR081C	4932.YKR103W
4932.YDR139C	4932.YLL038C
4932.YBL063W	4932.YGL003C
4932.YER122C	4932.YFR051C
4932.YLL036C	4932.YLR466W
4932.YIL107C	4932.YKL166C
4932.YKR036C	4932.YLR318W
4932.YGL048C	4932.YHR218W
4932.YIL114C	4932.YOL111C
4932.YER164W	4932.YLR305C
4932.YER028C	4932.YKR008W
4932.YGR138C	4932.YPL216W
4932.YDR191W	4932.YNL128W
4932.YGL106W	4932.YIR013C
4932.YEL050C	4932.YOR063W
4932.YCR011C	4932.YDL079C
4932.YKL003C	4932.YLR388W
4932.YBL021C	4932.YBR202W
4932.YDL108W	4932.YJL006C
4932.YLR246W	4932.YNL098C
4932.YDL137W	4932.YOR327C
4932.YAL017W	4932.YBR295W
4932.YBR066C	4932.YPL256C
4932.YGR152C	4932.YLL024C
4932.YBR241C	4932.YLR240W
4932.YCR018C	4932.YDR373W
4932.YMR171C	4932.YOL128C
4932.YLL066C	4932.YOL127W
4932.YDL134C	4932.YOR113W
4932.YDL070W	4932.YML042W
4932.YHR048W	4932.YJL052W
4932.YDL079C	4932.YEL037C
4932.YFR015C	4932.YPL179W
4932.YJL105W	4932.YOR113W
4932.YOL059W	4932.YPL003W
4932.YNL328C	4932.YPL106C
4932.YIL018W	4932.YMR158W
4932.YAR007C	4932.YBR170C
4932.YDR177W	4932.YPL230W
4932.YDR098C	4932.YER075C
4932.YAL017W	4932.YLR357W
4932.YGL103W	4932.YNL252C
4932.YGR044C	4932.YOL111C
4932.YBR136W	4932.YLL045C
4932.YGL049C	4932.YPL184C
4932.YIL061C	4932.YMR290C
4932.YLR167W	4932.YOR261C
4932.YER045C	4932.YJL110C
4932.YIL052C	4932.YNL162W
4932.YDR471W	4932.YIL052C
4932.YDR194C	4932.YPL106C
4932.YKL022C	4932.YOL133W
4932.YER117W	4932.YML073C
4932.YDR451C	4932.YKL062W
4932.YEL037C	4932.YGR118W
4932.YBR048W	4932.YKL006W
4932.YGL031C	4932.YJL050W
4932.YLR446W	4932.YPR104C
4932.YEL037C	4932.YER098W
4932.YHR141C	4932.YLR029C
4932.YER029C	4932.YKR059W
4932.YJL050W	4932.YMR290C
4932.YKR094C	4932.YPR013C
4932.YLR210W	4932.YPL203W
4932.YDL229W	4932.YIL021W
4932.YDL130W	4932.YHL015W
4932.YBR112C	4932.YPR119W
4932.YER169W	4932.YMR104C
4932.YDR116C	4932.YNL185C
4932.YDL075W	4932.YNL081C
4932.YJL065C	4932.YLR357W
4932.YBL016W	4932.YGL254W
4932.YGR203W	4932.YNL217W
4932.YER111C	4932.YJL081C
4932.YCR020W-B	4932.YIL033C
4932.YDR194C	4932.YOL139C
4932.YJR145C	4932.YML063W
4932.YDR453C	4932.YPL091W
4932.YEL061C	4932.YPR186C
4932.YDL191W	4932.YHL033C
4932.YGL220W	4932.YLR013W
4932.YBR154C	4932.YPL063W
4932.YDL075W	4932.YDR064W
4932.YDR041W	4932.YGL103W
4932.YMR277W	4932.YOR207C
4932.YBL052C	4932.YLR305C
4932.YGL135W	4932.YHR203C
4932.YER013W	4932.YPL184C
4932.YHR128W	4932.YOR113W
4932.YHR030C	4932.YJR101W
4932.YHR203C	4932.YNL177C
4932.YCR051W	4932.YDL101C
4932.YBL027W	4932.YML025C
4932.YCR018C	4932.YLL051C
4932.YGL242C	4932.YOR326W
4932.YDR502C	4932.YNL027W
4932.YDR041W	4932.YNL002C
4932.YOR312C	4932.YPR166C
4932.YLR344W	4932.YNL096C
4932.YIR004W	4932.YKR099W
4932.YDR216W	4932.YLR321C
4932.YBL087C	4932.YNL284C
4932.YKL126W	4932.YMR036C
4932.YDR432W	4932.YHR030C
4932.YKL032C	4932.YOL004W
4932.YDR175C	4932.YLR388W
4932.YIR009W	4932.YPL184C
4932.YGL234W	4932.YMR271C
4932.YGL078C	4932.YOR259C
4932.YCR046C	4932.YPL220W
4932.YGL068W	4932.YLR178C
4932.YDR471W	4932.YMR290C
4932.YGR232W	4932.YOR107W
4932.YBR246W	4932.YDR385W
4932.YBL072C	4932.YGL147C
4932.YBR276C	4932.YKL171W
4932.YMR127C	4932.YPR068C
4932.YKL124W	4932.YOR233W
4932.YGR052W	4932.YLR206W
4932.YBR001C	4932.YNL129W
4932.YJL136C	4932.YLR388W
