item_id_a	item_id_b	mode	action	is_directional	a_is_acting	score
4932.YLR157C-A	4932.YML045W-A	binding		f	f	416
4932.YIL001W	4932.YKL198C	ptmod		t	f	187
4932.YIL001W	4932.YKL198C	inhibition	inhibition	f	t	183
4932.YIL001W	4932.YKL198C	activation	activation	t	f	177
4932.YIL001W	4932.YKL198C	expression		t	t	165
4932.YIL001W	4932.YKL198C	binding		f	t	187
4932.YIL001W	4932.YKL198C	catalysis		t	f	187
4932.YGR123C	4932.YPR015C	binding		f	f	185
4932.YGR123C	4932.YPR015C	ptmod		t	t	159
4932.YER045C	4932.YNL304W	expression		t	f	181
4932.YER045C	4932.YNL304W	activation	activation	t	f	187
4932.YCL043C	4932.YGR209C	binding		f	t	185
4932.YIL144W	4932.YNL031C	binding		f	f	394
4932.YIL144W	4932.YNL031C	activation	activation	t	t	394
4932.YIL144W	4932.YNL031C	catalysis		t	t	394
4932.YIL144W	4932.YNL031C	reaction		t	t	394
4932.YBR112C	4932.YKL079W	reaction		f	f	185
4932.YBR112C	4932.YKL079W	binding		f	f	189
4932.YBR073W	4932.YOR116C	reaction		t	t	197
4932.YBR073W	4932.YOR116C	binding		f	t	204
4932.YBR073W	4932.YOR116C	activation	activation	t	t	187
4932.YML059C	4932.YPL061W	activation	activation	t	t	181
4932.YBR009C	4932.YMR068W	reaction		t	t	202
4932.YBR009C	4932.YMR068W	activation	activation	t	f	188
4932.YBR009C	4932.YMR068W	binding		f	t	209
4932.YBR009C	4932.YMR068W	ptmod		t	f	155
4932.YBR009C	4932.YMR068W	catalysis		t	f	202
4932.YCR084C	4932.YKL062W	binding		f	f	173
4932.YCR084C	4932.YKL062W	reaction		f	f	173
4932.YCR084C	4932.YKL062W	expression	inhibition	t	t	416
4932.YGR167W	4932.YPR029C	binding		f	f	722
4932.YKL073W	4932.YMR186W	binding		f	t	280
4932.YKL073W	4932.YMR186W	activation	activation	t	f	187
4932.YKL073W	4932.YMR186W	expression	inhibition	t	f	187
4932.YMR068W	4932.YNL238W	catalysis		t	f	286
4932.YMR068W	4932.YNL238W	activation	activation	t	f	188
4932.YBL003C	4932.YBL046W	binding		f	f	577
4932.YHR004C	4932.YJR063W	reaction		t	t	211
4932.YHR004C	4932.YJR063W	catalysis		t	f	211
4932.YHR004C	4932.YJR063W	binding		f	f	211
4932.YDL240W	4932.YKL166C	activation	activation	t	f	188
4932.YDL240W	4932.YKL166C	inhibition	inhibition	t	f	188
4932.YHR094C	4932.YKL038W	expression	inhibition	t	f	467
4932.YHR094C	4932.YKL038W	activation	activation	t	f	467
4932.YDR235W	4932.YLR369W	binding		f	t	185
4932.YER131W	4932.YMR188C	reaction		t	t	351
4932.YER131W	4932.YMR188C	catalysis		t	t	351
4932.YER131W	4932.YMR188C	binding		f	t	351
4932.YGL147C	4932.YJR094W-A	reaction		t	t	573
4932.YGL147C	4932.YJR094W-A	catalysis		t	f	573
4932.YGL147C	4932.YJR094W-A	binding		f	f	573
4932.YBR202W	4932.YDR013W	binding		f	t	949
4932.YJL138C	4932.YOR341W	binding		f	t	150
4932.YJL138C	4932.YOR341W	reaction		t	t	150
4932.YJL138C	4932.YOR341W	catalysis		t	t	150
4932.YKL195W	4932.YNR017W	binding		f	t	188
4932.YEL009C	4932.YOR202W	activation	activation	t	t	416
4932.YBR254C	4932.YNL049C	catalysis		t	t	900
4932.YBR254C	4932.YNL049C	binding		f	f	900
4932.YBR254C	4932.YNL049C	reaction		t	t	900
4932.YDL194W	4932.YOR047C	binding		f	t	654
4932.YMR314W	4932.YOR117W	binding		f	f	896
4932.YDL056W	4932.YOR244W	binding		f	f	156
4932.YDL056W	4932.YOR244W	activation	activation	t	f	156
4932.YDL056W	4932.YOR244W	catalysis		t	t	156
4932.YDL056W	4932.YOR244W	reaction		t	t	156
4932.YER031C	4932.YER177W	activation	activation	f	f	196
4932.YER031C	4932.YER177W	inhibition	inhibition	t	t	193
4932.YER031C	4932.YER177W	binding		f	t	477
4932.YER031C	4932.YER177W	catalysis		t	f	194
4932.YER031C	4932.YER177W	reaction		t	t	194
4932.YFL017W-A	4932.YJR032W	reaction		t	f	457
4932.YFL017W-A	4932.YJR032W	binding		f	t	457
4932.YFL017W-A	4932.YJR032W	activation	activation	t	f	276
4932.YFL017W-A	4932.YJR032W	catalysis		t	f	390
4932.YBL103C	4932.YCR079W	ptmod		t	f	416
4932.YCR065W	4932.YGR233C	binding		f	f	167
4932.YCR065W	4932.YGR233C	activation	activation	t	t	185
4932.YCR065W	4932.YGR233C	expression		t	t	165
4932.YCR065W	4932.YGR233C	ptmod		t	f	161
4932.YDR261W-A	4932.YPR137C-A	binding		f	f	416
4932.YHR023W	4932.YLR182W	binding		f	t	169
4932.YHR023W	4932.YLR182W	activation	activation	t	f	169
4932.YHR023W	4932.YLR182W	catalysis		t	f	169
4932.YHR023W	4932.YLR182W	ptmod		t	t	161
4932.YHR154W	4932.YOR304W	binding		f	t	173
4932.YBR088C	4932.YBR136W	binding		f	t	183
4932.YBR048W	4932.YNL137C	reaction		t	t	227
4932.YBR048W	4932.YNL137C	catalysis		t	t	227
4932.YBR048W	4932.YNL137C	binding		f	t	226
4932.YKL009W	4932.YLR325C	reaction		t	f	475
4932.YKL009W	4932.YLR325C	catalysis		t	t	475
4932.YKL009W	4932.YLR325C	binding		f	t	475
4932.YMR142C	4932.YNL185C	binding		f	t	345
4932.YMR142C	4932.YNL185C	reaction		f	f	351
4932.YMR142C	4932.YNL185C	catalysis		t	f	351
4932.YDL116W	4932.YJL041W	reaction		t	t	747
4932.YDL116W	4932.YJL041W	activation	activation	t	f	747
4932.YDL116W	4932.YJL041W	binding		f	t	747
4932.YDL116W	4932.YJL041W	catalysis		t	f	747
4932.YBR282W	4932.YEL054C	catalysis		t	f	480
4932.YBR282W	4932.YEL054C	binding		f	t	480
4932.YBR282W	4932.YEL054C	reaction		t	f	480
4932.YDR450W	4932.YKL006W	reaction		t	f	570
4932.YDR450W	4932.YKL006W	binding		f	f	570
4932.YDR450W	4932.YKL006W	catalysis		t	t	570
4932.YJL190C	4932.YOL040C	reaction		t	f	961
4932.YJL190C	4932.YOL040C	catalysis		t	t	961
4932.YJL190C	4932.YOL040C	binding		f	f	961
4932.YJR036C	4932.YLR369W	binding		f	f	175
4932.YJR036C	4932.YLR369W	catalysis		t	t	175
4932.YEL050C	4932.YLR185W	binding		f	t	351
4932.YEL050C	4932.YLR185W	reaction		f	f	351
4932.YEL050C	4932.YLR185W	catalysis		t	f	351
4932.YDR138W	4932.YNL230C	binding		f	t	720
4932.YNL128W	4932.YNR032W	binding		f	t	169
4932.YNL128W	4932.YNR032W	activation	activation	f	f	169
4932.YER056C-A	4932.YML024W	catalysis		t	f	570
4932.YER056C-A	4932.YML024W	binding		f	t	570
4932.YER056C-A	4932.YML024W	reaction		t	f	570
4932.YKL092C	4932.YOL065C	binding		f	f	189
4932.YDL192W	4932.YEL022W	catalysis		t	t	570
4932.YDL192W	4932.YEL022W	activation	activation	f	f	188
4932.YDL192W	4932.YEL022W	binding		f	t	570
4932.YDL192W	4932.YEL022W	reaction		t	t	570
4932.YDL202W	4932.YOR369C	reaction		t	t	220
4932.YDL202W	4932.YOR369C	catalysis		t	f	220
4932.YDL202W	4932.YOR369C	binding		f	f	220
4932.YGR027C	4932.YKL170W	catalysis		t	f	509
4932.YGR027C	4932.YKL170W	binding		f	t	509
4932.YGR027C	4932.YKL170W	reaction		t	f	509
4932.YBR081C	4932.YPR054W	activation	activation	t	f	188
4932.YBR081C	4932.YPR054W	ptmod		t	f	163
4932.YHR030C	4932.YPL141C	activation	activation	t	t	183
4932.YHR030C	4932.YPL141C	reaction		f	f	188
4932.YHR030C	4932.YPL141C	binding		f	t	188
4932.YHR030C	4932.YPL141C	inhibition	inhibition	t	t	183
4932.YHR030C	4932.YPL141C	catalysis		t	f	188
4932.YHR030C	4932.YPL141C	expression	inhibition	t	f	155
4932.YHR030C	4932.YPL141C	ptmod		t	f	183
4932.YGR099W	4932.YKL203C	binding		f	t	635
4932.YGR099W	4932.YKL203C	activation	activation	f	f	351
4932.YBR191W	4932.YDR116C	reaction		t	f	351
4932.YBR191W	4932.YDR116C	catalysis		t	t	351
4932.YBR191W	4932.YDR116C	binding		f	f	351
4932.YGR056W	4932.YNR012W	activation	activation	t	f	187
4932.YGR056W	4932.YNR012W	inhibition	inhibition	f	f	214
4932.YGR056W	4932.YNR012W	binding		f	f	214
4932.YGR056W	4932.YNR012W	ptmod		t	t	187
4932.YDR337W	4932.YIL148W	reaction		t	t	428
4932.YDR337W	4932.YIL148W	binding		f	f	428
4932.YDR337W	4932.YIL148W	catalysis		t	t	428
4932.YDL140C	4932.YDR224C	ptmod		t	t	416
4932.YDL140C	4932.YDR224C	binding		f	t	605
4932.YNL180C	4932.YOR036W	binding		f	t	168
4932.YGL030W	4932.YGR220C	catalysis		t	f	518
4932.YGL030W	4932.YGR220C	binding		f	t	518
4932.YGL030W	4932.YGR220C	reaction		t	f	518
4932.YMR158W	4932.YOR096W	binding		f	f	345
4932.YMR158W	4932.YOR096W	reaction		t	t	345
4932.YMR158W	4932.YOR096W	catalysis		t	f	345
4932.YGL070C	4932.YPR186C	reaction		f	f	175
4932.YGL070C	4932.YPR186C	catalysis		t	t	175
4932.YGL070C	4932.YPR186C	binding		f	t	175
4932.YFR028C	4932.YMR068W	binding		f	t	181
4932.YFR028C	4932.YMR068W	expression	inhibition	t	f	172
4932.YGR260W	4932.YLR229C	activation	activation	t	f	183
4932.YHR129C	4932.YNL304W	activation	activation	t	f	183
4932.YHR129C	4932.YNL304W	reaction		f	f	188
4932.YHR129C	4932.YNL304W	binding		f	f	237
4932.YHR129C	4932.YNL304W	catalysis		t	t	183
4932.YDR322W	4932.YML009C	reaction		f	f	585
4932.YDR322W	4932.YML009C	catalysis		t	t	585
4932.YDR322W	4932.YML009C	binding		f	f	585
4932.YBR066C	4932.YOR180C	inhibition	inhibition	t	t	181
4932.YDR216W	4932.YMR303C	expression		t	t	484
4932.YDR216W	4932.YMR303C	activation	activation	t	t	484
4932.YER031C	4932.YNL027W	binding		f	f	175
4932.YER031C	4932.YNL027W	activation	activation	t	f	163
4932.YER031C	4932.YNL027W	expression	inhibition	t	f	165
4932.YDL055C	4932.YJL034W	binding		f	t	287
4932.YOL127W	4932.YPL283C	catalysis		t	f	171
4932.YOL127W	4932.YPL283C	binding		f	t	171
4932.YOL127W	4932.YPL283C	reaction		t	f	171
4932.YDR545W	4932.YIL018W	catalysis		t	f	188
4932.YDR545W	4932.YIL018W	binding		f	t	188
4932.YDR545W	4932.YIL018W	reaction		t	f	188
4932.YJR059W	4932.YOR181W	reaction		t	f	187
4932.YJR059W	4932.YOR181W	catalysis		t	f	187
4932.YJR059W	4932.YOR181W	binding		f	f	188
4932.YJR059W	4932.YOR181W	ptmod		t	t	181
4932.YGL043W	4932.YOR224C	reaction		t	t	975
4932.YGL043W	4932.YOR224C	inhibition	inhibition	t	t	188
4932.YGL043W	4932.YOR224C	binding		f	f	975
4932.YGL043W	4932.YOR224C	activation	activation	t	f	188
4932.YGL043W	4932.YOR224C	catalysis		t	t	975
4932.YCR012W	4932.YER013W	binding		f	f	188
4932.YHL033C	4932.YHR021C	catalysis		t	f	955
4932.YHL033C	4932.YHR021C	binding		f	t	955
4932.YHL033C	4932.YHR021C	reaction		t	f	955
4932.YGL254W	4932.YNL007C	activation	activation	t	t	161
4932.YDR054C	4932.YHR084W	catalysis		t	f	187
4932.YDR054C	4932.YHR084W	binding		f	t	187
4932.YDR054C	4932.YHR084W	expression		t	t	154
4932.YDR054C	4932.YHR084W	reaction		t	t	188
4932.YDL108W	4932.YFL029C	binding		f	f	537
4932.YDL108W	4932.YFL029C	activation	activation	t	t	188
4932.YDL108W	4932.YFL029C	ptmod		f	f	595
4932.YDL108W	4932.YFL029C	catalysis		t	t	587
4932.YDR212W	4932.YJL008C	reaction		f	f	975
4932.YDR212W	4932.YJL008C	binding		f	f	975
4932.YER095W	4932.YHR079C	ptmod		t	f	183
4932.YER095W	4932.YHR079C	binding		f	t	171
4932.YER095W	4932.YHR079C	activation	activation	t	f	183
4932.YKR094C	4932.YPR103W	catalysis		t	f	900
4932.YGL123W	4932.YPL143W	reaction		t	f	630
4932.YGL123W	4932.YPL143W	catalysis		t	t	630
4932.YGL123W	4932.YPL143W	binding		f	f	630
4932.YGR233C	4932.YOR117W	binding		f	t	188
4932.YGR233C	4932.YOR117W	catalysis		t	f	471
4932.YER031C	4932.YJL005W	binding		f	t	193
4932.YER031C	4932.YJL005W	activation	activation	t	t	185
4932.YER031C	4932.YJL005W	reaction		f	f	188
4932.YER031C	4932.YJL005W	catalysis		t	f	188
4932.YER031C	4932.YJL005W	expression	inhibition	t	f	151
4932.YJR059W	4932.YKR099W	ptmod		t	t	181
4932.YJR059W	4932.YKR099W	inhibition	inhibition	t	f	183
4932.YJR059W	4932.YKR099W	expression		t	t	167
4932.YJR059W	4932.YKR099W	binding		f	t	188
4932.YJR059W	4932.YKR099W	activation	activation	t	f	183
4932.YDR227W	4932.YML041C	binding		f	t	274
4932.YLR274W	4932.YPR162C	reaction		t	t	958
4932.YLR274W	4932.YPR162C	binding		f	f	958
4932.YML064C	4932.YOL128C	binding		f	t	188
4932.YML064C	4932.YOL128C	activation	activation	t	t	181
4932.YML064C	4932.YOL128C	inhibition	inhibition	t	f	181
4932.YML064C	4932.YOL128C	expression	inhibition	t	f	181
4932.YML064C	4932.YOL128C	catalysis		t	f	188
4932.YML064C	4932.YOL128C	ptmod		t	t	177
4932.YML064C	4932.YOL128C	reaction		t	t	188
4932.YHR205W	4932.YOR110W	activation	activation	t	t	167
4932.YHR205W	4932.YOR110W	ptmod		f	f	189
4932.YER171W	4932.YGL070C	catalysis		t	t	974
4932.YER171W	4932.YGL070C	binding		f	t	974
4932.YER171W	4932.YGL070C	reaction		t	t	974
4932.YIL018W	4932.YPR102C	reaction		t	t	573
4932.YIL018W	4932.YPR102C	catalysis		t	f	573
4932.YIL018W	4932.YPR102C	binding		f	f	570
4932.YER028C	4932.YPR048W	inhibition	inhibition	t	t	181
4932.YER028C	4932.YPR048W	expression		t	t	161
4932.YER028C	4932.YPR048W	activation	activation	t	t	161
4932.YBR191W	4932.YGR148C	reaction		t	t	570
4932.YBR191W	4932.YGR148C	catalysis		t	f	570
4932.YBR191W	4932.YGR148C	binding		f	f	570
4932.YFL021W	4932.YIL112W	expression		t	t	155
4932.YFL021W	4932.YIL112W	activation	activation	t	f	183
4932.YFL021W	4932.YIL112W	ptmod		t	f	161
4932.YDR096W	4932.YGL094C	reaction		f	f	179
4932.YDR096W	4932.YGL094C	binding		f	t	179
4932.YBL032W	4932.YDL209C	binding		f	f	321
4932.YBL032W	4932.YDL209C	reaction		t	t	323
4932.YBL032W	4932.YDL209C	catalysis		t	t	323
4932.YBL032W	4932.YDL209C	inhibition	inhibition	t	f	187
4932.YEL030W	4932.YPL213W	reaction		t	f	156
4932.YEL030W	4932.YPL213W	binding		f	t	156
4932.YEL030W	4932.YPL213W	activation	activation	f	f	156
4932.YEL030W	4932.YPL213W	expression	inhibition	t	f	156
4932.YEL030W	4932.YPL213W	catalysis		t	f	156
4932.YKL171W	4932.YOR014W	reaction		t	t	209
4932.YKL171W	4932.YOR014W	activation	activation	t	f	185
4932.YKL171W	4932.YOR014W	catalysis		t	f	216
4932.YKL171W	4932.YOR014W	binding		f	f	207
4932.YKL171W	4932.YOR014W	inhibition	inhibition	t	t	187
4932.YER102W	4932.YPL079W	reaction		t	t	955
4932.YER102W	4932.YPL079W	catalysis		t	f	955
4932.YER102W	4932.YPL079W	binding		f	f	955
4932.YGL210W	4932.YMR068W	reaction		f	f	188
4932.YGL210W	4932.YMR068W	ptmod		t	t	171
4932.YGL210W	4932.YMR068W	catalysis		t	t	188
4932.YGL210W	4932.YMR068W	activation	activation	t	f	181
4932.YGL210W	4932.YMR068W	binding		f	f	188
4932.YDR190C	4932.YJL127C	binding		f	f	261
4932.YDR253C	4932.YOR007C	reaction		t	t	183
4932.YDR253C	4932.YOR007C	catalysis		t	t	177
4932.YDR253C	4932.YOR007C	binding		f	f	188
4932.YDL101C	4932.YER173W	ptmod		t	f	187
